customer_id,recommended_product,cluster_id,segment,l2_category,l3_category,trigger_product,support,confidence,lift,score,recommended_qty,reason,rank
C00021,P00150,Southwest_Plumbing_5,Southwest_Plumbing,Plumbing,Drain Assemblies,fallback,0.0,0.0,0.0,0.9181818181818182,1,Category-affinity fallback: Plumbing affinity=0.82,1
C00021,P00139,Southwest_Plumbing_5,Southwest_Plumbing,Plumbing,PEX Tubing,fallback,0.0,0.0,0.0,0.9181818181818182,1,Category-affinity fallback: Plumbing affinity=0.82,2
C00021,P00145,Southwest_Plumbing_5,Southwest_Plumbing,Plumbing,Faucets,fallback,0.0,0.0,0.0,0.9181818181818182,1,Category-affinity fallback: Plumbing affinity=0.82,3
C00021,P00142,Southwest_Plumbing_5,Southwest_Plumbing,Plumbing,Pipe Fittings,fallback,0.0,0.0,0.0,0.9181818181818182,1,Category-affinity fallback: Plumbing affinity=0.82,4
C00021,P00147,Southwest_Plumbing_5,Southwest_Plumbing,Plumbing,Shower Heads,fallback,0.0,0.0,0.0,0.9181818181818182,1,Category-affinity fallback: Plumbing affinity=0.82,5
C00022,P00114,Southeast_Painting_7,Southeast_Painting,Paints & Coatings,Stains,fallback,0.0,0.0,0.0,0.85,1,Category-affinity fallback: Paints & Coatings affinity=0.75,1
C00022,P00112,Southeast_Painting_7,Southeast_Painting,Paints & Coatings,Stains,fallback,0.0,0.0,0.0,0.85,1,Category-affinity fallback: Paints & Coatings affinity=0.75,2
C00022,P00107,Southeast_Painting_7,Southeast_Painting,Paints & Coatings,Exterior Latex Paint,fallback,0.0,0.0,0.0,0.85,1,Category-affinity fallback: Paints & Coatings affinity=0.75,3
C00022,P00115,Southeast_Painting_7,Southeast_Painting,Paints & Coatings,Varnishes,fallback,0.0,0.0,0.0,0.85,1,Category-affinity fallback: Paints & Coatings affinity=0.75,4
C00022,P00103,Southeast_Painting_7,Southeast_Painting,Paints & Coatings,Interior Latex Paint,fallback,0.0,0.0,0.0,0.85,1,Category-affinity fallback: Paints & Coatings affinity=0.75,5
C00023,P00052,Southeast_General Construction_0,Southeast_General Construction,Hand Tools,Screwdriver Sets,fallback,0.0,0.0,0.0,1.1,1,Category-affinity fallback: Hand Tools affinity=1.00,1
C00023,P00051,Southeast_General Construction_0,Southeast_General Construction,Hand Tools,Screwdriver Sets,fallback,0.0,0.0,0.0,1.1,1,Category-affinity fallback: Hand Tools affinity=1.00,2
C00023,P00050,Southeast_General Construction_0,Southeast_General Construction,Hand Tools,Screwdrivers,fallback,0.0,0.0,0.0,1.1,1,Category-affinity fallback: Hand Tools affinity=1.00,3
C00023,P00072,Southeast_General Construction_0,Southeast_General Construction,Hand Tools,Chisels,fallback,0.0,0.0,0.0,1.1,1,Category-affinity fallback: Hand Tools affinity=1.00,4
C00023,P00061,Southeast_General Construction_0,Southeast_General Construction,Hand Tools,Socket Sets,fallback,0.0,0.0,0.0,1.1,1,Category-affinity fallback: Hand Tools affinity=1.00,5
C00024,P00204,West_Electrical_7,West_Electrical,Safety Equipment,Hard Hats,fallback,0.0,0.0,0.0,0.6161290322580645,1,Category-affinity fallback: Safety Equipment affinity=0.52,1
C00024,P00056,West_Electrical_7,West_Electrical,Hand Tools,Pliers,fallback,0.0,0.0,0.0,0.4548387096774194,1,Category-affinity fallback: Hand Tools affinity=0.35,2
C00024,P00051,West_Electrical_7,West_Electrical,Hand Tools,Screwdriver Sets,fallback,0.0,0.0,0.0,0.4548387096774194,1,Category-affinity fallback: Hand Tools affinity=0.35,3
C00024,P00047,West_Electrical_7,West_Electrical,Hand Tools,Hammers,fallback,0.0,0.0,0.0,0.4548387096774194,1,Category-affinity fallback: Hand Tools affinity=0.35,4
C00024,P00079,West_Electrical_7,West_Electrical,Hand Tools,Clamps,fallback,0.0,0.0,0.0,0.4548387096774194,1,Category-affinity fallback: Hand Tools affinity=0.35,5
C00025,P00144,Southeast_Plumbing_1,Southeast_Plumbing,Plumbing,Valves,fallback,0.0,0.0,0.0,1.1,1,Category-affinity fallback: Plumbing affinity=1.00,1
C00025,P00147,Southeast_Plumbing_1,Southeast_Plumbing,Plumbing,Shower Heads,P00153,0.038461538461538464,0.3333333333333333,8.6667,0.35511920748903064,15,"P00153 → P00147 (support=0.038, confidence=0.333, lift=8.67)",2
C00025,P00139,Southeast_Plumbing_1,Southeast_Plumbing,Plumbing,PEX Tubing,P00153,0.038461538461538464,0.3333333333333333,4.3333,0.3217842074890307,15,"P00153 → P00139 (support=0.038, confidence=0.333, lift=4.33)",3
C00025,P00152,Southeast_Plumbing_1,Southeast_Plumbing,Plumbing,Water Heaters,P00153,0.038461538461538464,0.3333333333333333,2.8889,0.24956420748903066,15,"P00153 → P00152 (support=0.038, confidence=0.333, lift=2.89)",4
C00025,P00142,Southeast_Plumbing_1,Southeast_Plumbing,Plumbing,Pipe Fittings,P00153,0.038461538461538464,0.3333333333333333,1.7333,0.1984508741556973,15,"P00153 → P00142 (support=0.038, confidence=0.333, lift=1.73)",5
C00026,P00144,South Central_Plumbing_0,South Central_Plumbing,Plumbing,Valves,fallback,0.0,0.0,0.0,0.7081081081081081,1,Category-affinity fallback: Plumbing affinity=0.61,1
C00026,P00146,South Central_Plumbing_0,South Central_Plumbing,Plumbing,Faucets,fallback,0.0,0.0,0.0,0.7081081081081081,1,Category-affinity fallback: Plumbing affinity=0.61,2
C00026,P00152,South Central_Plumbing_0,South Central_Plumbing,Plumbing,Water Heaters,fallback,0.0,0.0,0.0,0.7081081081081081,1,Category-affinity fallback: Plumbing affinity=0.61,3
C00026,P00153,South Central_Plumbing_0,South Central_Plumbing,Plumbing,Plumbing Tools,fallback,0.0,0.0,0.0,0.7081081081081081,1,Category-affinity fallback: Plumbing affinity=0.61,4
C00026,P00138,South Central_Plumbing_0,South Central_Plumbing,Plumbing,Copper Pipes,fallback,0.0,0.0,0.0,0.7081081081081081,1,Category-affinity fallback: Plumbing affinity=0.61,5
C00027,P00156,Southwest_Electrical_4,Southwest_Electrical,Electrical,Romex Wire,fallback,0.0,0.0,0.0,0.7825396825396825,1,Category-affinity fallback: Electrical affinity=0.68,1
C00027,P00157,Southwest_Electrical_4,Southwest_Electrical,Electrical,Conduit,fallback,0.0,0.0,0.0,0.7825396825396825,1,Category-affinity fallback: Electrical affinity=0.68,2
C00027,P00158,Southwest_Electrical_4,Southwest_Electrical,Electrical,Conduit,fallback,0.0,0.0,0.0,0.7825396825396825,1,Category-affinity fallback: Electrical affinity=0.68,3
C00027,P00173,Southwest_Electrical_4,Southwest_Electrical,Electrical,Cable Ties,P00168,0.25,0.5,2.0,0.2963164808969047,6,"P00168 → P00173 (support=0.250, confidence=0.500, lift=2.00)",4
C00027,P00057,Southwest_Electrical_4,Southwest_Electrical,Hand Tools,Wrenches,P00168,0.25,0.5,2.0,0.2963164808969047,6,"P00168 → P00057 (support=0.250, confidence=0.500, lift=2.00)",5
C00028,P00081,Northeast_Residential Construction_3,Northeast_Residential Construction,Fasteners,Framing Nails,fallback,0.0,0.0,0.0,0.8173913043478259,1,Category-affinity fallback: Fasteners affinity=0.72,1
C00028,P00093,Northeast_Residential Construction_3,Northeast_Residential Construction,Fasteners,Deck Screws,fallback,0.0,0.0,0.0,0.8173913043478259,1,Category-affinity fallback: Fasteners affinity=0.72,2
C00028,P00084,Northeast_Residential Construction_3,Northeast_Residential Construction,Fasteners,Finishing Nails,fallback,0.0,0.0,0.0,0.8173913043478259,1,Category-affinity fallback: Fasteners affinity=0.72,3
C00028,P00089,Northeast_Residential Construction_3,Northeast_Residential Construction,Fasteners,Wood Screws,fallback,0.0,0.0,0.0,0.8173913043478259,1,Category-affinity fallback: Fasteners affinity=0.72,4
C00028,P00090,Northeast_Residential Construction_3,Northeast_Residential Construction,Fasteners,Wood Screws,fallback,0.0,0.0,0.0,0.8173913043478259,1,Category-affinity fallback: Fasteners affinity=0.72,5
C00029,P00082,Southwest_Residential Construction_1,Southwest_Residential Construction,Fasteners,Framing Nails,fallback,0.0,0.0,0.0,0.5262295081967213,1,Category-affinity fallback: Fasteners affinity=0.43,1
C00029,P00083,Southwest_Residential Construction_1,Southwest_Residential Construction,Fasteners,Finishing Nails,fallback,0.0,0.0,0.0,0.5262295081967213,1,Category-affinity fallback: Fasteners affinity=0.43,2
C00029,P00089,Southwest_Residential Construction_1,Southwest_Residential Construction,Fasteners,Wood Screws,fallback,0.0,0.0,0.0,0.5262295081967213,1,Category-affinity fallback: Fasteners affinity=0.43,3
C00029,P00096,Southwest_Residential Construction_1,Southwest_Residential Construction,Fasteners,Construction Screws,fallback,0.0,0.0,0.0,0.5262295081967213,1,Category-affinity fallback: Fasteners affinity=0.43,4
C00029,P00197,Southwest_Residential Construction_1,Southwest_Residential Construction,Building Materials,Roofing Shingles,P00200,0.043478260869565216,0.3333333333333333,3.8333,0.2976517655184942,24,"P00200 → P00197 (support=0.043, confidence=0.333, lift=3.83)",5
C00030,P00128,Southwest_Painting_1,Southwest_Painting,Painting Supplies,Paint Trays,fallback,0.0,0.0,0.0,0.8727272727272727,1,Category-affinity fallback: Painting Supplies affinity=0.77,1
C00030,P00127,Southwest_Painting_1,Southwest_Painting,Painting Supplies,Paint Trays,fallback,0.0,0.0,0.0,0.8727272727272727,1,Category-affinity fallback: Painting Supplies affinity=0.77,2
C00030,P00130,Southwest_Painting_1,Southwest_Painting,Painting Supplies,Painters Tape,fallback,0.0,0.0,0.0,0.8727272727272727,1,Category-affinity fallback: Painting Supplies affinity=0.77,3
C00030,P00131,Southwest_Painting_1,Southwest_Painting,Painting Supplies,Drop Cloths,fallback,0.0,0.0,0.0,0.8727272727272727,1,Category-affinity fallback: Painting Supplies affinity=0.77,4
C00030,P00106,Southwest_Painting_1,Southwest_Painting,Paints & Coatings,Exterior Latex Paint,P00129,0.1111111111111111,0.5,4.5,0.4214317940208987,21,"P00129 → P00106 (support=0.111, confidence=0.500, lift=4.50)",5
C00031,P00220,Southeast_Flooring_0,Southeast_Flooring,Adhesives & Sealants,Silicone Caulk,fallback,0.0,0.0,0.0,0.5266666666666667,1,Category-affinity fallback: Adhesives & Sealants affinity=0.43,1
C00031,P00219,Southeast_Flooring_0,Southeast_Flooring,Adhesives & Sealants,Silicone Caulk,fallback,0.0,0.0,0.0,0.5266666666666667,1,Category-affinity fallback: Adhesives & Sealants affinity=0.43,2
C00031,P00209,Southeast_Flooring_0,Southeast_Flooring,Safety Equipment,Respirators,fallback,0.0,0.0,0.0,0.4866666666666667,1,Category-affinity fallback: Safety Equipment affinity=0.39,3
